Depthm,T_degC,Salnty,O2ml_L,ChlorA,Phaeop,PO4uM,SiO3uM,NO2uM,NO3uM,NH3uM
200,8.801,33.8783,2.818,0.0,0.021,1.97,30.37,0.014,25.82,0.0
0,16.331,33.3601,5.586,0.148,0.043,0.28,1.92,0.01,0.02,0.0
2,16.331,33.3601,5.586,0.148,0.043,0.28,1.92,0.01,0.0,0.0
10,16.331,33.3594,5.604,0.153,0.045,0.28,1.91,0.01,0.0,0.0
13,16.329,33.3574,5.585,0.155,0.046,0.28,1.91,0.009,0.0,0.0
20,16.331,33.3594,5.602,0.152,0.047,0.28,1.9,0.01,0.0,0.0
24,16.33,33.3601,5.589,0.151,0.047,0.28,1.89,0.009,0.0,0.0
30,16.323,33.3597,5.599,0.171,0.051,0.28,1.89,0.01,0.0,0.0
31,16.323,33.3578,5.589,0.174,0.052,0.28,1.89,0.01,0.0,0.0
45,16.159,33.3447,5.591,0.245,0.093,0.29,1.87,0.012,0.0,0.0
50,16.096,33.341,5.614,0.253,0.101,0.29,1.88,0.02,0.0,0.0
57,15.977,33.3249,5.619,0.265,0.112,0.29,1.89,0.028,0.0,0.0
74,15.674,33.3042,5.613,0.225,0.087,0.31,1.89,0.023,0.0,0.05
75,15.67,33.3063,5.629,0.225,0.088,0.31,1.89,0.02,0.0,0.05
85,15.621,33.3021,5.641,0.223,0.094,0.31,1.85,0.021,0.0,0.05
100,15.475,33.2986,5.634,0.148,0.065,0.33,1.96,0.04,0.1,0.07
103,14.85,33.2945,5.612,0.133,0.059,0.33,1.98,0.049,0.12,0.07
115,13.329,33.1891,5.328,0.09,0.082,0.62,5.06,0.106,3.94,0.0
125,11.846,33.1674,5.23,0.092,0.095,0.84,7.51,0.05,7.6,0.0
128,11.523,33.1611,5.049,0.092,0.099,0.91,8.24,0.031,8.75,0.0
140,10.797,33.1874,4.832,0.073,0.08,1.11,10.69,0.027,11.99,0.0
150,10.413,33.2696,4.678,0.057,0.068,1.24,13.04,0.03,14.1,0.0
171,9.592,33.4281,4.158,0.023,0.042,1.52,17.96,0.023,18.51,0.0
200,9.009,33.8037,3.102,0.011,0.12,1.87,27.18,0.02,24.2,0.0
201,8.98,33.7922,3.097,0.011,0.123,1.88,27.5,0.018,24.41,0.0
0,16.52,33.2869,5.595,0.107,0.044,0.28,1.92,0.011,0.05,0.0
2,16.52,33.2869,5.595,0.107,0.044,0.28,1.92,0.011,0.05,0.0
10,16.52,33.2874,5.609,0.11,0.038,0.31,1.89,0.01,0.1,0.0
11,16.523,33.2939,5.599,0.11,0.037,0.31,1.89,0.01,0.06,0.07
20,16.699,33.3622,5.578,0.136,0.04,0.3,1.94,0.01,0.1,0.0
25,16.765,33.3898,5.552,0.151,0.042,0.29,1.96,0.01,0.05,0.0
30,16.77,33.3946,5.558,0.153,0.045,0.29,1.96,0.01,0.0,0.0
40,16.764,33.3924,5.547,0.157,0.05,0.3,1.97,0.01,0.03,0.01
50,16.746,33.3896,5.547,0.181,0.069,0.28,2.01,0.01,0.0,0.0
51,16.743,33.3881,5.55,0.183,0.071,0.28,2.01,0.009,0.05,0.0
62,16.735,33.3857,5.557,0.204,0.108,0.28,2.06,0.009,0.05,0.0
75,16.708,33.3807,5.547,0.216,0.067,0.27,1.94,0.011,0.04,0.0
87,16.369,33.3022,5.572,0.177,0.074,0.3,1.91,0.026,0.04,0.03
100,15.59,33.2195,5.564,0.17,0.086,0.35,2.24,0.187,0.26,0.02
112,14.653,33.3636,5.413,0.162,0.145,0.41,3.57,0.219,1.05,0.0
125,13.491,33.3167,5.28,0.109,0.143,0.58,4.99,0.037,3.47,0.0
140,11.39,33.2118,5.015,0.06,0.069,0.98,9.1,0.022,9.75,0.01
150,10.573,33.2812,4.857,0.048,0.063,1.07,10.61,0.02,11.3,0.0
170,10.039,33.3511,4.679,0.025,0.05,1.25,13.63,0.016,14.25,0.0
200,9.302,33.6405,3.504,0.004,0.025,1.74,23.38,0.015,21.88,0.0
0,16.788,33.265,5.565,0.111,0.034,0.3,1.83,0.013,0.04,0.2
2,16.788,33.265,5.565,0.111,0.034,0.3,1.83,0.013,0.04,0.2
10,16.649,33.2754,5.607,0.112,0.036,0.28,1.9,0.01,0.1,0.0
11,16.647,33.2686,5.612,0.112,0.036,0.28,1.91,0.014,0.09,0.0
20,16.643,33.2859,5.604,0.119,0.04,0.28,1.9,0.01,0.1,0.0
24,16.627,33.2807,5.576,0.122,0.042,0.28,1.9,0.013,0.07,0.19
30,16.607,33.2797,5.601,0.125,0.042,0.28,1.93,0.01,0.1,0.0
39,16.625,33.2905,5.571,0.129,0.042,0.27,1.98,0.01,0.12,0.0
50,16.645,33.2965,5.584,0.143,0.048,0.27,2.07,0.014,0.15,0.0
62,16.641,33.2971,5.573,0.154,0.056,0.27,1.82,0.011,0.0,0.0
74,16.651,33.312,5.565,0.177,0.065,0.27,1.83,0.011,0.0,0.0
75,16.65,33.3109,5.573,0.178,0.066,0.28,1.84,0.01,0.0,0.0
87,16.491,33.2861,5.581,0.186,0.083,0.39,1.92,0.018,0.08,1.54
99,15.6,33.2117,5.576,0.133,0.07,0.36,2.28,0.23,0.31,0.1
100,15.56,33.2189,5.571,0.132,0.072,0.36,2.37,0.23,0.4,0.09
111,14.71,33.2818,5.456,0.125,0.099,0.41,3.41,0.171,1.22,0.01
124,13.345,33.2399,5.302,0.129,0.119,0.6,4.93,0.06,3.66,0.08
125,12.873,33.2271,5.356,0.126,0.117,0.62,5.12,0.06,4.0,0.08
138,11.753,33.189,5.089,0.084,0.094,0.87,7.64,0.025,8.11,0.03
150,11.006,33.2118,5.038,0.06,0.073,1.05,10.52,0.02,11.1,0.03
170,9.808,33.3851,4.445,0.021,0.038,1.35,15.32,0.019,16.12,0.03
200,9.305,33.6448,3.783,0.004,0.016,1.63,21.99,0.017,21.05,0.03
0,16.133,33.6041,5.476,0.639,0.263,0.44,3.9,0.078,0.41,0.51
2,16.133,33.6041,5.476,0.639,0.263,0.44,3.9,0.078,0.41,0.51
5,16.133,33.6041,5.493,0.496,0.209,0.46,3.82,0.078,0.42,0.83
9,16.128,33.6035,5.528,0.663,0.287,0.46,3.89,0.08,0.44,1.07
10,16.143,33.6045,5.503,0.663,0.287,0.46,3.88,0.08,0.4,1.01
16,16.119,33.6038,5.491,0.66,0.285,0.44,3.82,0.077,0.4,0.66
0,16.247,33.5152,5.48,0.603,0.197,0.42,3.42,0.054,0.19,0.56
2,16.247,33.5152,5.48,0.603,0.197,0.42,3.42,0.054,0.19,0.56
10,16.25,33.515,5.478,0.55,0.251,0.44,3.42,0.055,0.18,0.35
14,16.254,33.5209,5.473,0.561,0.218,0.41,3.38,0.051,0.19,0.4
20,16.252,33.5251,5.476,0.538,0.234,0.43,3.41,0.06,0.2,0.35
23,16.25,33.526,5.457,0.526,0.242,0.44,3.43,0.058,0.23,0.32
30,16.247,33.5384,5.46,0.485,0.225,0.45,3.52,0.07,0.3,0.33
33,16.255,33.5453,5.429,0.468,0.218,0.45,3.56,0.071,0.28,0.33
43,16.248,33.5493,5.436,0.431,0.241,0.44,3.61,0.068,0.32,0.42
49,16.221,33.543,5.425,0.499,0.246,0.44,3.65,0.071,0.32,0.47
50,16.219,33.5395,5.439,0.496,0.262,0.44,3.67,0.07,0.3,0.47
56,16.115,33.534,5.416,0.476,0.36,0.46,3.8,0.08,0.41,0.44
62,15.588,33.5956,5.0,0.391,0.437,0.69,5.78,0.181,2.7,0.93
0,16.336,33.6163,5.504,0.533,0.243,0.4,3.3,0.057,0.27,0.7
2,16.336,33.6163,5.504,0.533,0.243,0.4,3.3,0.057,0.27,0.7
10,16.346,33.6161,5.476,0.456,0.218,0.5,3.45,0.056,0.48,5.49
20,16.351,33.6159,5.485,0.49,0.239,0.42,3.32,0.06,0.3,1.46
21,16.349,33.6153,5.469,0.493,0.241,0.41,3.31,0.056,0.26,1.06
30,16.357,33.6159,5.484,0.48,0.234,0.41,3.3,0.06,0.3,0.51
31,16.358,33.6155,5.471,0.478,0.233,0.41,3.3,0.055,0.27,0.45
41,16.353,33.6143,5.533,0.481,0.22,0.47,3.3,0.061,0.28,1.24
50,16.305,33.6086,5.408,0.449,0.228,0.43,3.54,0.08,0.51,0.45
61,15.424,33.5377,4.951,0.202,0.18,0.69,5.5,0.19,3.3,0.99
71,13.919,33.4009,4.591,0.157,0.168,0.91,7.71,0.118,6.8,0.5
75,14.174,33.6669,3.606,0.129,0.15,1.02,8.93,0.1,8.2,0.43
86,13.46,33.601,3.6,0.053,0.101,1.31,12.27,0.043,12.12,0.24
100,12.974,33.5884,3.602,0.047,0.089,1.38,13.04,0.04,13.0,0.44
101,12.654,33.583,3.617,0.047,0.088,1.38,13.1,0.039,13.08,0.45
119,12.364,33.7171,3.058,0.024,0.077,1.63,16.79,0.051,16.41,0.53
125,11.592,33.6552,3.344,0.02,0.074,1.69,18.03,0.05,17.5,0.53
138,11.665,33.8446,2.574,0.01,0.068,1.82,20.72,0.061,19.71,0.53
150,11.388,33.8809,2.489,0.008,0.058,1.91,22.61,0.05,21.0,0.55
169,11.033,34.0024,2.095,0.005,0.042,2.06,25.61,0.028,23.01,0.57
200,10.52,34.1116,1.857,0.002,0.034,2.24,28.92,0.02,25.1,0.94
201,10.487,34.1072,1.865,0.002,0.034,2.25,29.03,0.021,25.14,0.95
0,16.186,33.5948,5.468,0.51,0.21,0.42,3.02,0.08,0.35,0.3
2,16.186,33.5948,5.468,0.51,0.21,0.42,3.02,0.08,0.35,0.3
10,16.194,33.5984,5.486,0.489,0.224,0.49,3.14,0.074,0.39,1.62
19,16.189,33.5976,5.479,0.494,0.24,0.5,3.06,0.075,0.38,1.21
20,16.191,33.5961,5.482,0.5,0.239,0.5,3.07,0.07,0.4,1.23
30,16.191,33.5948,5.509,0.56,0.232,0.51,3.18,0.07,0.41,1.44
40,16.175,33.594,5.476,0.516,0.26,0.43,3.04,0.077,0.34,0.47
50,16.136,33.5858,5.455,0.542,0.245,0.47,3.12,0.08,0.5,0.8
51,16.072,33.586,5.456,0.545,0.244,0.47,3.13,0.082,0.48,0.83
60,15.341,33.4489,5.193,0.17,0.161,0.58,4.49,0.161,2.55,0.73
71,13.11,33.225,4.943,0.103,0.138,0.87,6.75,0.057,6.53,1.56
75,13.133,33.3132,4.667,0.091,0.125,0.99,8.05,0.05,7.9,1.66
86,12.745,33.4916,3.96,0.058,0.091,1.33,11.61,0.034,11.78,1.92
100,12.479,33.7274,3.023,0.02,0.05,1.78,16.28,0.025,16.09,1.66
122,11.529,33.798,2.773,0.01,0.046,1.75,19.57,0.022,18.96,2.0
125,11.358,33.8099,2.777,0.01,0.045,1.77,20.06,0.02,19.3,1.78
141,11.091,33.9077,2.477,0.007,0.041,1.9,22.66,0.016,21.06,0.59
150,11.089,33.9742,2.252,0.006,0.04,1.99,24.59,0.02,22.1,0.66
174,10.523,34.1308,1.731,0.004,0.038,2.23,29.72,0.022,24.74,0.83
199,10.24,34.2166,1.513,0.002,0.034,2.3,32.33,0.015,25.86,0.09
0,16.57,33.6505,5.426,0.433,0.207,0.43,3.6,0.094,0.49,0.14
2,16.57,33.6505,5.426,0.433,0.207,0.43,3.6,0.094,0.49,0.14
10,16.575,33.6468,5.387,0.43,0.186,0.43,3.58,0.092,0.49,0.14
20,16.585,33.6464,5.378,0.442,0.218,0.43,3.62,0.094,0.53,0.09
30,16.592,33.6474,5.384,0.455,0.272,0.43,3.58,0.096,0.53,0.14
40,16.594,33.6464,5.374,0.448,0.199,0.43,3.63,0.094,0.52,0.1
50,16.591,33.6466,5.366,0.447,0.199,0.44,3.62,0.096,0.57,0.14
60,16.352,33.6502,5.219,0.408,0.226,0.49,4.07,0.121,1.18,0.13
70,15.011,33.5919,3.991,0.052,0.1,1.02,8.99,0.056,7.78,0.04
75,14.702,33.5947,3.95,0.05,0.108,1.03,9.09,0.05,8.3,0.07
85,12.97,33.3819,4.377,0.046,0.124,1.06,9.3,0.04,9.34,0.14
100,13.144,33.6858,3.239,0.025,0.064,1.43,14.24,0.028,13.85,0.23
120,11.912,33.7169,3.087,0.019,0.058,1.59,17.37,0.023,17.18,0.05
125,11.499,33.7319,3.149,0.018,0.054,1.6,17.86,0.02,17.7,0.09
140,10.351,33.6412,3.472,0.015,0.041,1.62,19.33,0.021,19.21,0.22
150,10.199,33.7082,3.375,0.012,0.037,1.75,21.72,0.02,20.6,0.15
170,10.528,34.0085,2.23,0.005,0.03,2.02,26.5,0.019,23.28,0.01
200,10.041,34.1211,1.902,0.004,0.024,2.17,30.93,0.02,25.4,0.0
201,9.987,34.1197,1.9,0.004,0.024,2.18,31.08,0.018,25.48,0.0
0,16.775,33.6934,5.297,0.523,0.302,0.47,3.96,0.187,0.74,0.08
2,16.775,33.6934,5.297,0.523,0.302,0.47,3.96,0.187,0.74,0.08
9,16.772,33.6934,5.294,0.514,0.291,0.47,3.9,0.184,0.73,0.08
10,16.771,33.6942,5.301,0.515,0.289,0.47,3.9,0.18,0.7,0.08
19,16.786,33.6931,5.31,0.528,0.271,0.47,3.89,0.183,0.74,0.07
20,16.786,33.6939,5.298,0.527,0.272,0.47,3.89,0.18,0.7,0.07
30,16.785,33.6932,5.285,0.517,0.284,0.47,3.91,0.18,0.8,0.09
32,16.783,33.6919,5.282,0.515,0.286,0.47,3.91,0.184,0.78,0.09
41,16.792,33.6923,5.268,0.526,0.27,0.48,3.95,0.185,0.83,0.1
50,16.785,33.6911,5.282,0.517,0.263,0.48,3.99,0.186,0.83,0.09
61,16.775,33.6921,5.244,0.53,0.317,0.48,4.16,0.18,0.9,0.08
69,16.664,33.6888,5.076,0.45,0.258,0.54,4.54,0.16,1.62,0.09
75,16.275,33.69,4.571,0.297,0.196,0.75,6.5,0.12,4.2,0.0
85,15.434,33.6712,3.636,0.042,0.092,1.11,9.77,0.051,8.44,0.0
100,14.48,33.6701,3.47,0.024,0.064,1.23,11.24,0.034,10.22,0.01
122,12.72,33.7497,2.972,0.012,0.062,1.56,16.12,0.023,15.5,0.01
125,12.343,33.7777,2.91,0.012,0.06,1.59,16.68,0.02,16.0,0.01
140,11.629,33.8074,2.781,0.01,0.047,1.73,19.48,0.02,18.41,0.01
150,11.354,33.8507,2.672,0.009,0.044,1.79,20.77,0.02,19.3,0.02
171,11.011,33.9293,2.433,0.007,0.039,1.91,23.48,0.018,21.17,0.03
200,10.735,34.0671,1.964,0.004,0.034,2.1,26.92,0.02,23.2,0.07
201,10.725,34.0644,2.001,0.004,0.034,2.11,27.04,0.017,23.3,0.07
0,16.631,33.6719,5.474,0.602,0.308,0.38,3.24,0.081,0.09,0.04
2,16.631,33.6719,5.474,0.602,0.308,0.38,3.24,0.081,0.09,0.04
9,16.628,33.6646,5.471,0.606,0.318,0.38,3.21,0.082,0.08,0.04
10,16.628,33.6655,5.481,0.601,0.316,0.38,3.21,0.08,0.1,0.04
13,16.633,33.665,5.495,0.587,0.31,0.37,3.22,0.084,0.08,0.04
20,16.626,33.6656,5.48,0.63,0.292,0.39,3.23,0.08,0.1,0.05
21,16.637,33.6648,5.475,0.636,0.289,0.39,3.23,0.083,0.08,0.05
30,16.629,33.6656,5.471,0.596,0.288,0.39,3.27,0.085,0.07,0.06
40,16.611,33.6652,5.463,0.65,0.374,0.39,3.2,0.083,0.08,0.05
42,16.61,33.6633,5.46,0.605,0.308,0.39,3.22,0.083,0.08,0.05
50,16.607,33.6623,5.461,0.604,0.31,0.39,3.28,0.08,0.1,0.05
52,16.603,33.6615,5.454,0.604,0.311,0.39,3.29,0.084,0.09,0.05
60,16.486,33.6545,5.451,0.561,0.272,0.39,3.23,0.083,0.13,0.05
70,15.838,33.5681,5.304,0.308,0.229,0.48,3.95,0.16,1.24,0.06
75,14.933,33.4348,4.922,0.232,0.19,0.66,5.56,0.12,3.5,0.0
85,13.975,33.5013,4.154,0.079,0.112,1.01,8.78,0.048,7.92,0.0
100,12.914,33.5689,3.703,0.044,0.088,1.24,11.62,0.032,11.39,0.0
120,12.271,33.8111,2.719,0.011,0.047,1.68,18.27,0.027,17.48,0.0
125,12.127,33.8155,2.719,0.01,0.046,1.73,19.2,0.02,18.2,0.0
141,11.477,33.9289,2.349,0.007,0.042,1.9,22.16,0.008,20.37,0.0
150,11.223,33.9623,2.3,0.006,0.039,1.97,23.71,0.01,21.3,0.0
169,10.838,34.0793,1.938,0.003,0.034,2.11,26.99,0.007,23.23,0.0
200,10.467,34.1943,1.597,0.001,0.033,2.26,30.93,0.023,25.0,0.0
0,16.394,33.6214,5.471,0.588,0.275,0.43,3.51,0.07,0.41,0.25
2,16.394,33.6214,5.471,0.588,0.275,0.43,3.51,0.07,0.41,0.25
10,16.397,33.622,5.471,0.593,0.188,0.44,3.48,0.069,0.41,0.28
20,16.363,33.616,5.458,0.588,0.256,0.44,3.49,0.08,0.4,0.62
22,16.366,33.6232,5.465,0.587,0.27,0.44,3.49,0.078,0.4,0.69
30,16.395,33.6201,5.498,0.588,0.284,0.43,3.47,0.079,0.39,0.41
39,16.356,33.6107,5.454,0.616,0.227,0.44,3.49,0.074,0.43,0.37
50,16.269,33.6091,5.445,0.639,0.233,0.43,3.54,0.069,0.45,0.63
61,14.846,33.4995,4.843,0.166,0.132,0.71,5.75,0.122,3.79,0.08
69,13.824,33.4411,4.304,0.092,0.118,1.01,8.6,0.056,7.71,0.06
75,12.712,33.4879,3.871,0.078,0.112,1.1,9.92,0.05,9.5,0.0
86,11.931,33.4405,4.085,0.053,0.1,1.26,12.33,0.027,12.75,0.0
98,12.005,33.5905,3.549,0.034,0.08,1.43,14.45,0.03,14.47,0.05
100,11.619,33.5728,3.618,0.032,0.077,1.46,15.0,0.03,14.9,0.05
124,10.784,33.8747,2.564,0.008,0.046,1.87,21.54,0.02,19.82,0.04
125,10.568,33.8002,2.67,0.008,0.045,1.88,21.78,0.02,20.0,0.1
137,10.285,33.9001,2.668,0.005,0.034,1.94,24.69,0.02,21.95,0.87
150,10.353,34.0462,2.182,0.004,0.032,2.05,26.77,0.02,23.0,0.0
169,10.281,34.1283,1.854,0.002,0.028,2.22,29.8,0.018,24.48,0.0
200,9.951,34.1723,1.727,0.001,0.026,2.29,32.39,0.02,25.6,0.0
202,9.889,34.1735,1.701,0.001,0.026,2.29,32.56,0.016,25.67,0.03
0,15.671,33.4071,5.663,0.627,0.264,0.34,2.35,0.033,0.1,0.05
2,15.671,33.4071,5.663,0.627,0.264,0.34,2.35,0.033,0.1,0.05
10,15.676,33.4007,5.658,0.614,0.252,0.35,2.33,0.045,0.1,0.1
20,15.677,33.401,5.659,0.623,0.3,0.33,2.31,0.026,0.09,0.03
30,15.66,33.3987,5.662,0.614,0.266,0.34,2.28,0.03,0.1,0.06
31,15.659,33.4008,5.659,0.613,0.263,0.34,2.28,0.025,0.11,0.06
40,15.65,33.3985,5.654,0.596,0.269,0.34,2.27,0.059,0.1,0.06
50,15.554,33.3897,5.634,0.529,0.242,0.35,2.32,0.036,0.18,0.12
61,15.574,33.4229,5.537,0.482,0.217,0.4,2.77,0.068,0.56,0.14
70,14.488,33.3685,5.195,0.19,0.153,0.61,4.83,0.181,3.29,0.12
75,13.583,33.3275,4.954,0.165,0.14,0.77,6.54,0.14,5.7,0.08
84,12.457,33.3172,4.494,0.119,0.116,1.07,9.63,0.059,10.01,0.02
100,11.369,33.4533,3.963,0.053,0.089,1.34,13.52,0.025,14.14,0.03
121,10.598,33.6096,3.523,0.017,0.048,1.57,18.04,0.017,17.73,0.0
125,10.141,33.6479,3.557,0.014,0.044,1.62,19.13,0.02,18.5,0.0
140,10.166,33.807,2.966,0.004,0.031,1.82,23.2,0.021,21.19,0.05
150,10.394,34.0014,2.396,0.003,0.03,1.93,24.95,0.02,22.1,0.07
170,10.376,34.0918,1.958,0.002,0.028,2.16,28.46,0.014,23.82,0.11
200,10.049,34.2107,1.569,0.003,0.027,2.31,32.71,0.03,25.6,0.05
201,10.041,34.2076,1.572,0.003,0.027,2.31,32.85,0.028,25.65,0.05
10,15.697,33.3443,5.648,0.354,0.128,0.31,2.07,0.023,0.04,0.0
20,15.699,33.3429,5.654,0.371,0.144,0.33,2.1,0.022,0.05,0.03
30,15.695,33.3442,5.655,0.373,0.137,0.33,2.07,0.02,0.0,0.05
31,15.695,33.3429,5.648,0.373,0.136,0.33,2.07,0.021,0.03,0.05
40,15.697,33.3439,5.656,0.351,0.142,0.32,2.09,0.024,0.03,0.0
49,15.701,33.3425,5.662,0.359,0.131,0.33,2.07,0.02,0.03,0.01
50,15.705,33.3439,5.646,0.359,0.131,0.33,2.07,0.02,0.0,0.02
62,15.669,33.3513,5.644,0.358,0.135,0.33,2.12,0.024,0.09,0.09
72,15.549,33.3592,5.595,0.325,0.157,0.36,2.35,0.048,0.25,0.11
75,15.525,33.3669,5.601,0.312,0.171,0.38,2.51,0.06,0.4,0.14
86,15.115,33.4027,5.539,0.265,0.224,0.43,3.1,0.097,0.83,0.23
100,11.647,33.1703,4.917,0.128,0.137,0.98,8.7,0.05,9.6,0.0
101,11.623,33.1687,4.902,0.118,0.131,1.02,9.1,0.043,10.19,0.0
121,10.469,33.3533,4.295,0.048,0.081,1.37,14.64,0.027,15.99,0.01
125,10.337,33.4208,4.076,0.044,0.075,1.41,15.54,0.03,16.7,0.01
143,9.795,33.5357,3.775,0.024,0.047,1.61,19.61,0.02,19.99,0.01
150,9.696,33.6123,3.631,0.019,0.043,1.66,20.98,0.02,20.9,0.01
170,9.319,33.7367,3.27,0.006,0.03,1.81,24.9,0.017,23.34,0.01
200,8.93,33.9002,2.872,0.0,0.033,1.97,30.04,0.02,25.8,0.05
202,8.95,33.9144,2.781,0.0,0.033,1.98,30.38,0.017,25.92,0.05
0,15.802,33.3548,5.664,0.22,0.065,0.3,1.96,0.011,0.0,0.0
1,15.802,33.3548,5.664,0.22,0.065,0.3,1.96,0.011,0.0,0.0
10,15.809,33.353,5.65,0.208,0.069,0.29,1.95,0.012,0.0,0.0
20,15.727,33.3466,5.651,0.263,0.078,0.3,2.0,0.015,0.0,0.0
30,15.659,33.3419,5.65,0.302,0.096,0.3,2.02,0.016,0.0,0.02
41,15.642,33.3427,5.65,0.302,0.11,0.31,2.05,0.016,0.0,0.0
50,15.639,33.3432,5.646,0.313,0.117,0.31,2.03,0.02,0.0,0.0
52,15.639,33.3414,5.636,0.315,0.119,0.31,2.03,0.016,0.0,0.02
60,15.632,33.3424,5.64,0.295,0.103,0.31,2.03,0.019,0.0,0.04
71,15.458,33.3328,5.614,0.208,0.088,0.34,2.21,0.041,0.26,0.1
75,15.331,33.3249,5.576,0.185,0.093,0.45,3.22,0.05,1.7,0.0
86,12.856,33.1699,5.194,0.12,0.106,0.74,6.0,0.085,5.7,0.0
98,11.763,33.1793,4.989,0.113,0.112,0.94,8.32,0.038,9.15,0.0
100,11.659,33.1909,4.98,0.109,0.108,0.96,8.63,0.04,9.5,0.0
120,10.486,33.2405,4.747,0.069,0.072,1.17,11.69,0.022,13.16,0.0
125,10.156,33.3271,4.609,0.058,0.064,1.26,13.46,0.02,14.7,0.0
140,9.552,33.4674,4.063,0.025,0.04,1.54,18.75,0.015,19.24,0.0
150,9.449,33.5222,3.929,0.018,0.034,1.62,20.75,0.01,20.6,0.0
170,9.118,33.7058,3.422,0.004,0.021,1.78,24.76,0.014,23.24,0.0
200,8.756,33.8869,2.981,0.001,0.021,1.93,29.85,0.01,25.8,0.0
202,8.745,33.886,2.975,0.001,0.021,1.94,30.19,0.013,25.93,0.0
0,16.767,33.4159,5.544,0.173,0.053,0.39,1.99,0.02,0.07,3.14
2,16.767,33.4159,5.544,0.173,0.053,0.39,1.99,0.02,0.07,3.14
10,16.695,33.4158,5.55,0.17,0.053,0.32,1.96,0.02,0.0,1.09
14,16.677,33.4133,5.537,0.168,0.053,0.29,1.94,0.017,0.0,0.06
20,16.671,33.4149,5.554,0.174,0.051,0.29,1.95,0.02,0.0,0.15
25,16.669,33.4121,5.563,0.179,0.049,0.29,1.96,0.016,0.0,0.22
30,16.666,33.4146,5.56,0.174,0.05,0.29,1.95,0.02,0.0,0.13
35,16.665,33.4117,5.538,0.169,0.051,0.28,1.94,0.015,0.0,0.03
44,16.648,33.4118,5.534,0.201,0.058,0.29,1.94,0.015,0.0,0.05
50,16.615,33.4077,5.556,0.204,0.057,0.3,1.99,0.02,0.0,0.14
53,16.585,33.4001,5.558,0.206,0.056,0.3,2.02,0.016,0.0,0.18
60,16.49,33.3919,5.559,0.192,0.063,0.28,1.98,0.015,0.0,0.0
75,16.185,33.3602,5.613,0.241,0.076,0.29,2.04,0.02,0.0,0.0
80,16.096,33.348,5.607,0.257,0.08,0.29,2.06,0.018,0.0,0.0
97,15.708,33.3186,5.602,0.193,0.074,0.31,1.96,0.042,0.05,0.05
100,15.264,33.2955,5.614,0.181,0.076,0.33,2.2,0.07,0.3,0.05
114,14.231,33.2672,5.478,0.126,0.088,0.45,3.3,0.178,1.52,0.03
119,13.643,33.2318,5.401,0.121,0.092,0.52,4.04,0.171,2.54,0.0
125,13.136,33.1945,5.322,0.105,0.093,0.63,5.14,0.101,4.12,0.04
140,11.826,33.1739,5.083,0.093,0.09,0.88,7.86,0.038,8.18,0.12
150,10.902,33.2208,5.005,0.074,0.075,1.06,10.58,0.03,11.2,0.0
170,9.884,33.3727,4.249,0.036,0.044,1.43,16.01,0.02,17.12,0.0
200,9.195,33.6821,3.593,0.004,0.021,1.71,23.52,0.017,22.09,0.0
0,16.188,33.3574,5.646,0.13,0.037,0.31,1.94,0.013,0.0,0.1
2,16.188,33.3574,5.646,0.13,0.037,0.31,1.94,0.013,0.0,0.1
9,16.196,33.356,5.62,0.124,0.037,0.3,1.93,0.014,0.0,0.05
10,16.195,33.3592,5.639,0.127,0.038,0.3,1.93,0.01,0.0,0.05
20,16.167,33.36,5.635,0.16,0.052,0.3,1.91,0.01,0.0,0.06
30,15.93,33.337,5.661,0.192,0.066,0.31,1.89,0.01,0.0,0.07
39,15.684,33.3162,5.694,0.221,0.078,0.31,1.87,0.012,0.0,0.08
50,15.654,33.3213,5.69,0.26,0.104,0.36,1.87,0.014,0.0,0.29
62,15.603,33.3211,5.691,0.302,0.111,0.32,1.84,0.013,0.0,0.19
75,15.136,33.3399,5.664,0.289,0.165,0.38,1.91,0.04,0.1,0.43
76,15.137,33.3348,5.675,0.288,0.169,0.38,1.92,0.042,0.13,0.45
88,14.907,33.3239,5.644,0.172,0.118,0.43,2.12,0.081,0.35,0.85
100,13.384,33.2051,5.392,0.102,0.095,0.6,4.44,0.191,3.37,0.11
111,11.267,33.1694,5.125,0.091,0.083,0.88,7.55,0.032,7.9,0.09
125,10.46,33.2346,4.897,0.053,0.067,1.14,11.12,0.022,12.41,0.35
140,9.649,33.4134,4.282,0.023,0.046,1.45,16.67,0.015,17.61,0.14
150,9.478,33.5421,4.03,0.017,0.038,1.55,18.93,0.01,19.2,0.14
171,9.162,33.6679,3.574,0.003,0.02,1.75,23.68,0.013,22.46,0.15
200,8.722,33.8396,3.229,0.002,0.014,1.88,28.4,0.013,24.86,0.25
0,16.97,33.4301,5.532,0.142,0.047,0.26,2.06,0.013,0.03,0.0
2,16.97,33.4301,5.532,0.142,0.047,0.26,2.06,0.013,0.03,0.0
10,16.971,33.4377,5.537,0.131,0.051,0.27,2.06,0.01,0.0,0.0
11,16.97,33.4447,5.519,0.13,0.051,0.27,2.06,0.01,0.04,0.02
20,16.973,33.4375,5.527,0.134,0.052,0.28,2.06,0.01,0.0,0.03
30,16.958,33.4363,5.527,0.139,0.054,0.29,2.05,0.01,0.0,0.05
40,16.946,33.4378,5.517,0.143,0.055,0.3,2.05,0.01,0.05,0.06
50,16.945,33.4376,5.519,0.164,0.059,0.25,2.06,0.006,0.03,0.0
